tile_id,source,coverage_id,wcs_version,metadata_provenance,requested_bounds_epsg27700,requested_shape,recorded_response_bounds_epsg27700,recorded_response_shape,recorded_response_transform,policy_version,policy_acceptance,policy_name,rejection_category,coverage_relationship,geometric_pattern,resolution_changed,target_support_cells,target_cells_without_recorded_support,england_land_cells_100m,missing_support_cells_over_land,missing_support_cells_outside_land,historical_alignment_performed,historical_alignment_method,historical_reprojection_evidence,evidence_based_classification,proposed_disposition
r0036c0052,rail,3fb3c2d7-292c-4e0a-bd5b-d8e4e1fe2947:Rail_Noise_Lden_England_Round_4_All,1.0.0,coverage_id from supplied config; absent from historical source_info; wcs_version from supplied config; absent from historical source_info,"[602600.0,287600.0,612600.0,297600.0]","[1000,1000]","[602600.0,287600.0,612600.0,297600.0]","[1000,1000]","[10.0,0.0,602600.0,0.0,-10.0,297600.0,0.0,0.0,1.0]",1,accepted,exact-target-grid,,no_declared_domain_in_supplied_config,exact-requested-grid,False,1000000,0,10000,,,False,,not recorded,Exact requested grid,A. supported without alignment because it satisfies the exact contract
r0036c0052,airport,dac9cba4-abe7-43bd-b8e9-8a83da52edd8__Airport_Noise_ALL_Lden,2.0.1,coverage_id from supplied config; absent from historical source_info; wcs_version from supplied config; absent from historical source_info,"[602595.0,287595.0,612605.0,297605.0]","[1000,1000]",,,,1,skipped,,,outside declared coverage,skipped-no-raw-grid,,,,,,,,,not recorded,Deliberately skipped source request,Retain explicit airport outside-domain skip; no acoustic presence is asserted
r0036c0053,road,562c9d56-7c2d-4d42-83bb-578d6e97a517:Road_Noise_Lden_England_Round_4_All,1.0.0,coverage_id from supplied config; absent from historical source_info; wcs_version from supplied config; absent from historical source_info,"[612600.0,287600.0,622600.0,297600.0]","[1000,1000]","[612600.0,287600.0,622600.0,297600.0]","[1000,1000]","[10.0,0.0,612600.0,0.0,-10.0,297600.0,0.0,0.0,1.0]",1,accepted,exact-target-grid,,no_declared_domain_in_supplied_config,exact-requested-grid,False,1000000,0,10000,,,False,,not recorded,Exact requested grid,A. supported without alignment because it satisfies the exact contract
r0036c0053,rail,3fb3c2d7-292c-4e0a-bd5b-d8e4e1fe2947:Rail_Noise_Lden_England_Round_4_All,1.0.0,coverage_id from supplied config; absent from historical source_info; wcs_version from supplied config; absent from historical source_info,"[612600.0,287600.0,622600.0,297600.0]","[1000,1000]","[612600.0,287600.0,622600.0,297600.0]","[1000,1000]","[10.0,0.0,612600.0,0.0,-10.0,297600.0,0.0,0.0,1.0]",1,accepted,exact-target-grid,,no_declared_domain_in_supplied_config,exact-requested-grid,False,1000000,0,10000,,,False,,not recorded,Exact requested grid,A. supported without alignment because it satisfies the exact contract
r0036c0053,airport,dac9cba4-abe7-43bd-b8e9-8a83da52edd8__Airport_Noise_ALL_Lden,2.0.1,coverage_id from supplied config; absent from historical source_info; wcs_version from supplied config; absent from historical source_info,"[612595.0,287595.0,622605.0,297605.0]","[1000,1000]",,,,1,skipped,,,outside declared coverage,skipped-no-raw-grid,,,,,,,,,not recorded,Deliberately skipped source request,Retain explicit airport outside-domain skip; no acoustic presence is asserted
r0036c0054,road,562c9d56-7c2d-4d42-83bb-578d6e97a517:Road_Noise_Lden_England_Round_4_All,1.0.0,coverage_id from supplied config; absent from historical source_info; wcs_version from supplied config; absent from historical source_info,"[622600.0,287600.0,632600.0,297600.0]","[1000,1000]","[622600.0,287600.0,632600.0,297600.0]","[1000,1000]","[10.0,0.0,622600.0,0.0,-10.0,297600.0,0.0,0.0,1.0]",1,accepted,exact-target-grid,,no_declared_domain_in_supplied_config,exact-requested-grid,False,1000000,0,10000,,,False,,not recorded,Exact requested grid,A. supported without alignment because it satisfies the exact contract
r0036c0054,rail,3fb3c2d7-292c-4e0a-bd5b-d8e4e1fe2947:Rail_Noise_Lden_England_Round_4_All,1.0.0,coverage_id from supplied config; absent from historical source_info; wcs_version from supplied config; absent from historical source_info,"[622600.0,287600.0,632600.0,297600.0]","[1000,1000]","[622600.0,287600.0,632600.0,297600.0]","[1000,1000]","[10.0,0.0,622600.0,0.0,-10.0,297600.0,0.0,0.0,1.0]",1,accepted,exact-target-grid,,no_declared_domain_in_supplied_config,exact-requested-grid,False,1000000,0,10000,,,False,,not recorded,Exact requested grid,A. supported without alignment because it satisfies the exact contract
r0036c0054,airport,dac9cba4-abe7-43bd-b8e9-8a83da52edd8__Airport_Noise_ALL_Lden,2.0.1,coverage_id from supplied config; absent from historical source_info; wcs_version from supplied config; absent from historical source_info,"[622595.0,287595.0,632605.0,297605.0]","[1000,1000]",,,,1,skipped,,,outside declared coverage,skipped-no-raw-grid,,,,,,,,,not recorded,Deliberately skipped source request,Retain explicit airport outside-domain skip; no acoustic presence is asserted
r0036c0055,road,562c9d56-7c2d-4d42-83bb-578d6e97a517:Road_Noise_Lden_England_Round_4_All,1.0.0,coverage_id from supplied config; absent from historical source_info; wcs_version from supplied config; absent from historical source_info,"[632600.0,287600.0,642600.0,297600.0]","[1000,1000]","[632600.0,287600.0,642600.0,297600.0]","[1000,1000]","[10.0,0.0,632600.0,0.0,-10.0,297600.0,0.0,0.0,1.0]",1,accepted,exact-target-grid,,no_declared_domain_in_supplied_config,exact-requested-grid,False,1000000,0,10000,,,False,,not recorded,Exact requested grid,A. supported without alignment because it satisfies the exact contract
r0036c0055,rail,3fb3c2d7-292c-4e0a-bd5b-d8e4e1fe2947:Rail_Noise_Lden_England_Round_4_All,1.0.0,coverage_id from supplied config; absent from historical source_info; wcs_version from supplied config; absent from historical source_info,"[632600.0,287600.0,642600.0,297600.0]","[1000,1000]","[632600.0,287600.0,642600.0,297600.0]","[1000,1000]","[10.0,0.0,632600.0,0.0,-10.0,297600.0,0.0,0.0,1.0]",1,accepted,exact-target-grid,,no_declared_domain_in_supplied_config,exact-requested-grid,False,1000000,0,10000,,,False,,not recorded,Exact requested grid,A. supported without alignment because it satisfies the exact contract
r0036c0055,airport,dac9cba4-abe7-43bd-b8e9-8a83da52edd8__Airport_Noise_ALL_Lden,2.0.1,coverage_id from supplied config; absent from historical source_info; wcs_version from supplied config; absent from historical source_info,"[632595.0,287595.0,642605.0,297605.0]","[1000,1000]",,,,1,skipped,,,outside declared coverage,skipped-no-raw-grid,,,,,,,,,not recorded,Deliberately skipped source request,Retain explicit airport outside-domain skip; no acoustic presence is asserted
r0036c0056,road,562c9d56-7c2d-4d42-83bb-578d6e97a517:Road_Noise_Lden_England_Round_4_All,1.0.0,coverage_id from supplied config; absent from historical source_info; wcs_version from supplied config; absent from historical source_info,"[642600.0,287600.0,652600.0,297600.0]","[1000,1000]","[642600.0,287600.0,652600.0,297600.0]","[1000,1000]","[10.0,0.0,642600.0,0.0,-10.0,297600.0,0.0,0.0,1.0]",1,accepted,exact-target-grid,,no_declared_domain_in_supplied_config,exact-requested-grid,False,1000000,0,9982,,,False,,not recorded,Exact requested grid,A. supported without alignment because it satisfies the exact contract
r0036c0056,rail,3fb3c2d7-292c-4e0a-bd5b-d8e4e1fe2947:Rail_Noise_Lden_England_Round_4_All,1.0.0,coverage_id from supplied config; absent from historical source_info; wcs_version from supplied config; absent from historical source_info,"[642600.0,287600.0,652600.0,297600.0]","[1000,1000]","[642600.0,287600.0,652600.0,297600.0]","[1000,1000]","[10.0,0.0,642600.0,0.0,-10.0,297600.0,0.0,0.0,1.0]",1,accepted,exact-target-grid,,no_declared_domain_in_supplied_config,exact-requested-grid,False,1000000,0,9982,,,False,,not recorded,Exact requested grid,A. supported without alignment because it satisfies the exact contract
r0036c0056,airport,dac9cba4-abe7-43bd-b8e9-8a83da52edd8__Airport_Noise_ALL_Lden,2.0.1,coverage_id from supplied config; absent from historical source_info; wcs_version from supplied config; absent from historical source_info,"[642595.0,287595.0,652605.0,297605.0]","[1000,1000]",,,,1,skipped,,,outside declared coverage,skipped-no-raw-grid,,,,,,,,,not recorded,Deliberately skipped source request,Retain explicit airport outside-domain skip; no acoustic presence is asserted
r0036c0057,road,562c9d56-7c2d-4d42-83bb-578d6e97a517:Road_Noise_Lden_England_Round_4_All,1.0.0,coverage_id from supplied config; absent from historical source_info; wcs_version from supplied config; absent from historical source_info,"[652600.0,287600.0,655700.0,297600.0]","[1000,310]","[652600.0,287600.0,655700.0,297600.0]","[1000,310]","[10.0,0.0,652600.0,0.0,-10.0,297600.0,0.0,0.0,1.0]",1,accepted,exact-target-grid,,no_declared_domain_in_supplied_config,exact-requested-grid,False,310000,0,2056,,,False,,not recorded,Exact requested grid,A. supported without alignment because it satisfies the exact contract
r0036c0057,rail,3fb3c2d7-292c-4e0a-bd5b-d8e4e1fe2947:Rail_Noise_Lden_England_Round_4_All,1.0.0,coverage_id from supplied config; absent from historical source_info; wcs_version from supplied config; absent from historical source_info,"[652600.0,287600.0,655700.0,297600.0]","[1000,310]","[652600.0,287600.0,655700.0,297600.0]","[1000,310]","[10.0,0.0,652600.0,0.0,-10.0,297600.0,0.0,0.0,1.0]",1,accepted,exact-target-grid,,no_declared_domain_in_supplied_config,exact-requested-grid,False,310000,0,2056,,,False,,not recorded,Exact requested grid,A. supported without alignment because it satisfies the exact contract
r0036c0057,airport,dac9cba4-abe7-43bd-b8e9-8a83da52edd8__Airport_Noise_ALL_Lden,2.0.1,coverage_id from supplied config; absent from historical source_info; wcs_version from supplied config; absent from historical source_info,"[652595.0,287595.0,655705.0,297605.0]","[1000,310]",,,,1,skipped,,,outside declared coverage,skipped-no-raw-grid,,,,,,,,,not recorded,Deliberately skipped source request,Retain explicit airport outside-domain skip; no acoustic presence is asserted
r0037c0023,road,562c9d56-7c2d-4d42-83bb-578d6e97a517:Road_Noise_Lden_England_Round_4_All,1.0.0,coverage_id from supplied config; absent from historical source_info; wcs_version from supplied config; absent from historical source_info,"[312600.0,277600.0,322600.0,287600.0]","[1000,1000]","[312600.0,277600.0,322600.0,287600.0]","[1000,1000]","[10.0,0.0,312600.0,0.0,-10.0,287600.0,0.0,0.0,1.0]",1,accepted,exact-target-grid,,no_declared_domain_in_supplied_config,exact-requested-grid,False,1000000,0,4509,,,False,,not recorded,Exact requested grid,A. supported without alignment because it satisfies the exact contract
r0037c0023,rail,3fb3c2d7-292c-4e0a-bd5b-d8e4e1fe2947:Rail_Noise_Lden_England_Round_4_All,1.0.0,coverage_id from supplied config; absent from historical source_info; wcs_version from supplied config; absent from historical source_info,"[312600.0,277600.0,322600.0,287600.0]","[1000,1000]","[312600.0,277600.0,322600.0,287600.0]","[1000,1000]","[10.0,0.0,312600.0,0.0,-10.0,287600.0,0.0,0.0,1.0]",1,accepted,exact-target-grid,,no_declared_domain_in_supplied_config,exact-requested-grid,False,1000000,0,4509,,,False,,not recorded,Exact requested grid,A. supported without alignment because it satisfies the exact contract
r0037c0023,airport,dac9cba4-abe7-43bd-b8e9-8a83da52edd8__Airport_Noise_ALL_Lden,2.0.1,coverage_id from supplied config; absent from historical source_info; wcs_version from supplied config; absent from historical source_info,"[312595.0,277595.0,322605.0,287605.0]","[1000,1000]",,,,1,skipped,,,outside declared coverage,skipped-no-raw-grid,,,,,,,,,not recorded,Deliberately skipped source request,Retain explicit airport outside-domain skip; no acoustic presence is asserted
r0037c0024,road,562c9d56-7c2d-4d42-83bb-578d6e97a517:Road_Noise_Lden_England_Round_4_All,1.0.0,coverage_id from supplied config; absent from historical source_info; wcs_version from supplied config; absent from historical source_info,"[322600.0,277600.0,332600.0,287600.0]","[1000,1000]","[322600.0,277600.0,332600.0,287600.0]","[1000,1000]","[10.0,0.0,322600.0,0.0,-10.0,287600.0,0.0,0.0,1.0]",1,accepted,exact-target-grid,,no_declared_domain_in_supplied_config,exact-requested-grid,False,1000000,0,10000,,,False,,not recorded,Exact requested grid,A. supported without alignment because it satisfies the exact contract
r0037c0024,rail,3fb3c2d7-292c-4e0a-bd5b-d8e4e1fe2947:Rail_Noise_Lden_England_Round_4_All,1.0.0,coverage_id from supplied config; absent from historical source_info; wcs_version from supplied config; absent from historical source_info,"[322600.0,277600.0,332600.0,287600.0]","[1000,1000]","[322600.0,277600.0,332600.0,287600.0]","[1000,1000]","[10.0,0.0,322600.0,0.0,-10.0,287600.0,0.0,0.0,1.0]",1,accepted,exact-target-grid,,no_declared_domain_in_supplied_config,exact-requested-grid,False,1000000,0,10000,,,False,,not recorded,Exact requested grid,A. supported without alignment because it satisfies the exact contract
r0037c0024,airport,dac9cba4-abe7-43bd-b8e9-8a83da52edd8__Airport_Noise_ALL_Lden,2.0.1,coverage_id from supplied config; absent from historical source_info; wcs_version from supplied config; absent from historical source_info,"[322595.0,277595.0,332605.0,287605.0]","[1000,1000]",,,,1,skipped,,,outside declared coverage,skipped-no-raw-grid,,,,,,,,,not recorded,Deliberately skipped source request,Retain explicit airport outside-domain skip; no acoustic presence is asserted
r0037c0025,road,562c9d56-7c2d-4d42-83bb-578d6e97a517:Road_Noise_Lden_England_Round_4_All,1.0.0,coverage_id from supplied config; absent from historical source_info; wcs_version from supplied config; absent from historical source_info,"[332600.0,277600.0,342600.0,287600.0]","[1000,1000]","[332600.0,277600.0,342600.0,287600.0]","[1000,1000]","[10.0,0.0,332600.0,0.0,-10.0,287600.0,0.0,0.0,1.0]",1,accepted,exact-target-grid,,no_declared_domain_in_supplied_config,exact-requested-grid,False,1000000,0,10000,,,False,,not recorded,Exact requested grid,A. supported without alignment because it satisfies the exact contract
r0037c0025,rail,3fb3c2d7-292c-4e0a-bd5b-d8e4e1fe2947:Rail_Noise_Lden_England_Round_4_All,1.0.0,coverage_id from supplied config; absent from historical source_info; wcs_version from supplied config; absent from historical source_info,"[332600.0,277600.0,342600.0,287600.0]","[1000,1000]","[332600.0,277600.0,342600.0,287600.0]","[1000,1000]","[10.0,0.0,332600.0,0.0,-10.0,287600.0,0.0,0.0,1.0]",1,accepted,exact-target-grid,,no_declared_domain_in_supplied_config,exact-requested-grid,False,1000000,0,10000,,,False,,not recorded,Exact requested grid,A. supported without alignment because it satisfies the exact contract
r0037c0025,airport,dac9cba4-abe7-43bd-b8e9-8a83da52edd8__Airport_Noise_ALL_Lden,2.0.1,coverage_id from supplied config; absent from historical source_info; wcs_version from supplied config; absent from historical source_info,"[332595.0,277595.0,342605.0,287605.0]","[1000,1000]","[333485.0,277595.0,342605.0,287605.0]","[1001,1001]","[9.11088911088911,0.0,333485.0,0.0,-10.0,287605.0,0.0,0.0,1.0]",1,rejected,exact-target-grid or airport-wcs20-padded-native-grid,resolution,matches_request_intersection_with_declared_domain (inference),domain-clipped-edges-west-rescaled-x,True,912000,88000,10000,88000,0,True,nearest-neighbour reproject to tile reference grid,"recorded bounds equal the requested bounds clipped to the configured domain, but service rescaling/value semantics are not proven",Response consistent with clipping to documented coverage bounds (inference),C. requires future request-planning change; remains rejected
r0037c0026,road,562c9d56-7c2d-4d42-83bb-578d6e97a517:Road_Noise_Lden_England_Round_4_All,1.0.0,coverage_id from supplied config; absent from historical source_info; wcs_version from supplied config; absent from historical source_info,"[342600.0,277600.0,352600.0,287600.0]","[1000,1000]","[342600.0,277600.0,352600.0,287600.0]","[1000,1000]","[10.0,0.0,342600.0,0.0,-10.0,287600.0,0.0,0.0,1.0]",1,accepted,exact-target-grid,,no_declared_domain_in_supplied_config,exact-requested-grid,False,1000000,0,10000,,,False,,not recorded,Exact requested grid,A. supported without alignment because it satisfies the exact contract
r0037c0026,rail,3fb3c2d7-292c-4e0a-bd5b-d8e4e1fe2947:Rail_Noise_Lden_England_Round_4_All,1.0.0,coverage_id from supplied config; absent from historical source_info; wcs_version from supplied config; absent from historical source_info,"[342600.0,277600.0,352600.0,287600.0]","[1000,1000]","[342600.0,277600.0,352600.0,287600.0]","[1000,1000]","[10.0,0.0,342600.0,0.0,-10.0,287600.0,0.0,0.0,1.0]",1,accepted,exact-target-grid,,no_declared_domain_in_supplied_config,exact-requested-grid,False,1000000,0,10000,,,False,,not recorded,Exact requested grid,A. supported without alignment because it satisfies the exact contract
r0037c0026,airport,dac9cba4-abe7-43bd-b8e9-8a83da52edd8__Airport_Noise_ALL_Lden,2.0.1,coverage_id from supplied config; absent from historical source_info; wcs_version from supplied config; absent from historical source_info,"[342595.0,277595.0,352605.0,287605.0]","[1000,1000]","[342595.0,277595.0,352605.0,287605.0]","[1001,1001]","[10.0,0.0,342595.0,0.0,-10.0,287605.0,0.0,0.0,1.0]",1,accepted,airport-wcs20-padded-native-grid,,matches_unclipped_request_bounds,documented-airport-padding-grid,False,1000000,0,10000,,,True,nearest-neighbour reproject to tile reference grid,documented current policy; historical manifest records the earlier alignment method,Supported padded airport grid,B. supported through the documented airport padding/alignment policy
r0037c0027,road,562c9d56-7c2d-4d42-83bb-578d6e97a517:Road_Noise_Lden_England_Round_4_All,1.0.0,coverage_id from supplied config; absent from historical source_info; wcs_version from supplied config; absent from historical source_info,"[352600.0,277600.0,362600.0,287600.0]","[1000,1000]","[352600.0,277600.0,362600.0,287600.0]","[1000,1000]","[10.0,0.0,352600.0,0.0,-10.0,287600.0,0.0,0.0,1.0]",1,accepted,exact-target-grid,,no_declared_domain_in_supplied_config,exact-requested-grid,False,1000000,0,10000,,,False,,not recorded,Exact requested grid,A. supported without alignment because it satisfies the exact contract
r0037c0027,rail,3fb3c2d7-292c-4e0a-bd5b-d8e4e1fe2947:Rail_Noise_Lden_England_Round_4_All,1.0.0,coverage_id from supplied config; absent from historical source_info; wcs_version from supplied config; absent from historical source_info,"[352600.0,277600.0,362600.0,287600.0]","[1000,1000]","[352600.0,277600.0,362600.0,287600.0]","[1000,1000]","[10.0,0.0,352600.0,0.0,-10.0,287600.0,0.0,0.0,1.0]",1,accepted,exact-target-grid,,no_declared_domain_in_supplied_config,exact-requested-grid,False,1000000,0,10000,,,False,,not recorded,Exact requested grid,A. supported without alignment because it satisfies the exact contract
r0037c0027,airport,dac9cba4-abe7-43bd-b8e9-8a83da52edd8__Airport_Noise_ALL_Lden,2.0.1,coverage_id from supplied config; absent from historical source_info; wcs_version from supplied config; absent from historical source_info,"[352595.0,277595.0,362605.0,287605.0]","[1000,1000]","[352595.0,277595.0,362605.0,287605.0]","[1001,1001]","[10.0,0.0,352595.0,0.0,-10.0,287605.0,0.0,0.0,1.0]",1,accepted,airport-wcs20-padded-native-grid,,matches_unclipped_request_bounds,documented-airport-padding-grid,False,1000000,0,10000,,,True,nearest-neighbour reproject to tile reference grid,documented current policy; historical manifest records the earlier alignment method,Supported padded airport grid,B. supported through the documented airport padding/alignment policy
r0037c0028,road,562c9d56-7c2d-4d42-83bb-578d6e97a517:Road_Noise_Lden_England_Round_4_All,1.0.0,coverage_id from supplied config; absent from historical source_info; wcs_version from supplied config; absent from historical source_info,"[362600.0,277600.0,372600.0,287600.0]","[1000,1000]","[362600.0,277600.0,372600.0,287600.0]","[1000,1000]","[10.0,0.0,362600.0,0.0,-10.0,287600.0,0.0,0.0,1.0]",1,accepted,exact-target-grid,,no_declared_domain_in_supplied_config,exact-requested-grid,False,1000000,0,10000,,,False,,not recorded,Exact requested grid,A. supported without alignment because it satisfies the exact contract
r0037c0028,rail,3fb3c2d7-292c-4e0a-bd5b-d8e4e1fe2947:Rail_Noise_Lden_England_Round_4_All,1.0.0,coverage_id from supplied config; absent from historical source_info; wcs_version from supplied config; absent from historical source_info,"[362600.0,277600.0,372600.0,287600.0]","[1000,1000]","[362600.0,277600.0,372600.0,287600.0]","[1000,1000]","[10.0,0.0,362600.0,0.0,-10.0,287600.0,0.0,0.0,1.0]",1,accepted,exact-target-grid,,no_declared_domain_in_supplied_config,exact-requested-grid,False,1000000,0,10000,,,False,,not recorded,Exact requested grid,A. supported without alignment because it satisfies the exact contract
r0037c0028,airport,dac9cba4-abe7-43bd-b8e9-8a83da52edd8__Airport_Noise_ALL_Lden,2.0.1,coverage_id from supplied config; absent from historical source_info; wcs_version from supplied config; absent from historical source_info,"[362595.0,277595.0,372605.0,287605.0]","[1000,1000]","[362595.0,277595.0,372605.0,287605.0]","[1001,1001]","[10.0,0.0,362595.0,0.0,-10.0,287605.0,0.0,0.0,1.0]",1,accepted,airport-wcs20-padded-native-grid,,matches_unclipped_request_bounds,documented-airport-padding-grid,False,1000000,0,10000,,,True,nearest-neighbour reproject to tile reference grid,documented current policy; historical manifest records the earlier alignment method,Supported padded airport grid,B. supported through the documented airport padding/alignment policy
r0037c0029,road,562c9d56-7c2d-4d42-83bb-578d6e97a517:Road_Noise_Lden_England_Round_4_All,1.0.0,coverage_id from supplied config; absent from historical source_info; wcs_version from supplied config; absent from historical source_info,"[372600.0,277600.0,382600.0,287600.0]","[1000,1000]","[372600.0,277600.0,382600.0,287600.0]","[1000,1000]","[10.0,0.0,372600.0,0.0,-10.0,287600.0,0.0,0.0,1.0]",1,accepted,exact-target-grid,,no_declared_domain_in_supplied_config,exact-requested-grid,False,1000000,0,10000,,,False,,not recorded,Exact requested grid,A. supported without alignment because it satisfies the exact contract
r0037c0029,rail,3fb3c2d7-292c-4e0a-bd5b-d8e4e1fe2947:Rail_Noise_Lden_England_Round_4_All,1.0.0,coverage_id from supplied config; absent from historical source_info; wcs_version from supplied config; absent from historical source_info,"[372600.0,277600.0,382600.0,287600.0]","[1000,1000]","[372600.0,277600.0,382600.0,287600.0]","[1000,1000]","[10.0,0.0,372600.0,0.0,-10.0,287600.0,0.0,0.0,1.0]",1,accepted,exact-target-grid,,no_declared_domain_in_supplied_config,exact-requested-grid,False,1000000,0,10000,,,False,,not recorded,Exact requested grid,A. supported without alignment because it satisfies the exact contract
r0037c0029,airport,dac9cba4-abe7-43bd-b8e9-8a83da52edd8__Airport_Noise_ALL_Lden,2.0.1,coverage_id from supplied config; absent from historical source_info; wcs_version from supplied config; absent from historical source_info,"[372595.0,277595.0,382605.0,287605.0]","[1000,1000]","[372595.0,277595.0,382605.0,287605.0]","[1001,1001]","[10.0,0.0,372595.0,0.0,-10.0,287605.0,0.0,0.0,1.0]",1,accepted,airport-wcs20-padded-native-grid,,matches_unclipped_request_bounds,documented-airport-padding-grid,False,1000000,0,10000,,,True,nearest-neighbour reproject to tile reference grid,documented current policy; historical manifest records the earlier alignment method,Supported padded airport grid,B. supported through the documented airport padding/alignment policy
r0037c0030,road,562c9d56-7c2d-4d42-83bb-578d6e97a517:Road_Noise_Lden_England_Round_4_All,1.0.0,coverage_id from supplied config; absent from historical source_info; wcs_version from supplied config; absent from historical source_info,"[382600.0,277600.0,392600.0,287600.0]","[1000,1000]","[382600.0,277600.0,392600.0,287600.0]","[1000,1000]","[10.0,0.0,382600.0,0.0,-10.0,287600.0,0.0,0.0,1.0]",1,accepted,exact-target-grid,,no_declared_domain_in_supplied_config,exact-requested-grid,False,1000000,0,10000,,,False,,not recorded,Exact requested grid,A. supported without alignment because it satisfies the exact contract
r0037c0030,rail,3fb3c2d7-292c-4e0a-bd5b-d8e4e1fe2947:Rail_Noise_Lden_England_Round_4_All,1.0.0,coverage_id from supplied config; absent from historical source_info; wcs_version from supplied config; absent from historical source_info,"[382600.0,277600.0,392600.0,287600.0]","[1000,1000]","[382600.0,277600.0,392600.0,287600.0]","[1000,1000]","[10.0,0.0,382600.0,0.0,-10.0,287600.0,0.0,0.0,1.0]",1,accepted,exact-target-grid,,no_declared_domain_in_supplied_config,exact-requested-grid,False,1000000,0,10000,,,False,,not recorded,Exact requested grid,A. supported without alignment because it satisfies the exact contract
r0037c0030,airport,dac9cba4-abe7-43bd-b8e9-8a83da52edd8__Airport_Noise_ALL_Lden,2.0.1,coverage_id from supplied config; absent from historical source_info; wcs_version from supplied config; absent from historical source_info,"[382595.0,277595.0,392605.0,287605.0]","[1000,1000]","[382595.0,277595.0,392605.0,287605.0]","[1001,1001]","[10.0,0.0,382595.0,0.0,-10.0,287605.0,0.0,0.0,1.0]",1,accepted,airport-wcs20-padded-native-grid,,matches_unclipped_request_bounds,documented-airport-padding-grid,False,1000000,0,10000,,,True,nearest-neighbour reproject to tile reference grid,documented current policy; historical manifest records the earlier alignment method,Supported padded airport grid,B. supported through the documented airport padding/alignment policy
r0037c0031,road,562c9d56-7c2d-4d42-83bb-578d6e97a517:Road_Noise_Lden_England_Round_4_All,1.0.0,coverage_id from supplied config; absent from historical source_info; wcs_version from supplied config; absent from historical source_info,"[392600.0,277600.0,402600.0,287600.0]","[1000,1000]","[392600.0,277600.0,402600.0,287600.0]","[1000,1000]","[10.0,0.0,392600.0,0.0,-10.0,287600.0,0.0,0.0,1.0]",1,accepted,exact-target-grid,,no_declared_domain_in_supplied_config,exact-requested-grid,False,1000000,0,10000,,,False,,not recorded,Exact requested grid,A. supported without alignment because it satisfies the exact contract
r0037c0031,rail,3fb3c2d7-292c-4e0a-bd5b-d8e4e1fe2947:Rail_Noise_Lden_England_Round_4_All,1.0.0,coverage_id from supplied config; absent from historical source_info; wcs_version from supplied config; absent from historical source_info,"[392600.0,277600.0,402600.0,287600.0]","[1000,1000]","[392600.0,277600.0,402600.0,287600.0]","[1000,1000]","[10.0,0.0,392600.0,0.0,-10.0,287600.0,0.0,0.0,1.0]",1,accepted,exact-target-grid,,no_declared_domain_in_supplied_config,exact-requested-grid,False,1000000,0,10000,,,False,,not recorded,Exact requested grid,A. supported without alignment because it satisfies the exact contract
r0037c0031,airport,dac9cba4-abe7-43bd-b8e9-8a83da52edd8__Airport_Noise_ALL_Lden,2.0.1,coverage_id from supplied config; absent from historical source_info; wcs_version from supplied config; absent from historical source_info,"[392595.0,277595.0,402605.0,287605.0]","[1000,1000]","[392595.0,277595.0,402605.0,287605.0]","[1001,1001]","[10.0,0.0,392595.0,0.0,-10.0,287605.0,0.0,0.0,1.0]",1,accepted,airport-wcs20-padded-native-grid,,matches_unclipped_request_bounds,documented-airport-padding-grid,False,1000000,0,10000,,,True,nearest-neighbour reproject to tile reference grid,documented current policy; historical manifest records the earlier alignment method,Supported padded airport grid,B. supported through the documented airport padding/alignment policy
r0037c0032,road,562c9d56-7c2d-4d42-83bb-578d6e97a517:Road_Noise_Lden_England_Round_4_All,1.0.0,coverage_id from supplied config; absent from historical source_info; wcs_version from supplied config; absent from historical source_info,"[402600.0,277600.0,412600.0,287600.0]","[1000,1000]","[402600.0,277600.0,412600.0,287600.0]","[1000,1000]","[10.0,0.0,402600.0,0.0,-10.0,287600.0,0.0,0.0,1.0]",1,accepted,exact-target-grid,,no_declared_domain_in_supplied_config,exact-requested-grid,False,1000000,0,10000,,,False,,not recorded,Exact requested grid,A. supported without alignment because it satisfies the exact contract
r0037c0032,rail,3fb3c2d7-292c-4e0a-bd5b-d8e4e1fe2947:Rail_Noise_Lden_England_Round_4_All,1.0.0,coverage_id from supplied config; absent from historical source_info; wcs_version from supplied config; absent from historical source_info,"[402600.0,277600.0,412600.0,287600.0]","[1000,1000]","[402600.0,277600.0,412600.0,287600.0]","[1000,1000]","[10.0,0.0,402600.0,0.0,-10.0,287600.0,0.0,0.0,1.0]",1,accepted,exact-target-grid,,no_declared_domain_in_supplied_config,exact-requested-grid,False,1000000,0,10000,,,False,,not recorded,Exact requested grid,A. supported without alignment because it satisfies the exact contract
r0037c0032,airport,dac9cba4-abe7-43bd-b8e9-8a83da52edd8__Airport_Noise_ALL_Lden,2.0.1,coverage_id from supplied config; absent from historical source_info; wcs_version from supplied config; absent from historical source_info,"[402595.0,277595.0,412605.0,287605.0]","[1000,1000]","[402595.0,277595.0,412605.0,287605.0]","[1001,1001]","[10.0,0.0,402595.0,0.0,-10.0,287605.0,0.0,0.0,1.0]",1,accepted,airport-wcs20-padded-native-grid,,matches_unclipped_request_bounds,documented-airport-padding-grid,False,1000000,0,10000,,,True,nearest-neighbour reproject to tile reference grid,documented current policy; historical manifest records the earlier alignment method,Supported padded airport grid,B. supported through the documented airport padding/alignment policy
